Date,GGAL USD,BMA USD,SUPV USD
2019-10-18,12.51,25.24,2.87
2019-10-21,12.84,25.47,2.92
2019-10-22,12.38,24.71,2.79
2019-10-23,12.69,24.92,2.82
2019-10-24,12.42,24.25,2.82
2019-10-25,12.73,25.11,2.8
2019-10-28,11.28,23.02,2.64
2019-10-29,11.39,23.52,2.7
2019-10-30,11.4,23.18,2.72
2019-10-31,11.56,22.9,2.72
2019-11-01,11.79,22.66,2.78
2019-11-04,12.54,23.9,2.96
2019-11-05,12.68,24.22,3.08
2019-11-06,12.2,23.36,2.93
2019-11-07,12.59,23.81,2.92
2019-11-08,12.41,23.6,2.72
2019-11-11,12.72,25.17,2.69
2019-11-12,12.07,24.71,2.57
2019-11-13,11.6,24.26,2.47
2019-11-14,11.07,22.75,2.37
2019-11-15,11.58,23.24,2.56
2019-11-18,11.38,22.6,2.49
2019-11-19,11.84,23.37,2.69
2019-11-20,12.54,25.08,2.81
2019-11-21,12.69,24.99,2.78
2019-11-22,12.74,25.0,2.82
2019-11-25,12.81,25.23,2.8
2019-11-26,12.9,25.1,2.8
2019-11-27,13.78,26.69,3.01
2019-11-29,13.36,25.85,2.8
2019-12-02,12.85,24.76,2.74
2019-12-03,12.87,24.8,2.75
2019-12-04,13.42,26.42,2.8
2019-12-05,13.23,26.92,2.77
2019-12-06,13.8,28.41,2.88
2019-12-09,14.05,28.58,2.95
2019-12-10,13.25,27.07,2.79
2019-12-11,13.2,27.13,2.86
2019-12-12,13.96,28.59,3.0
2019-12-13,14.75,30.04,3.14
2019-12-16,14.47,30.53,3.06
2019-12-17,14.54,31.13,3.1
2019-12-18,14.79,33.01,3.23
2019-12-19,14.8,33.55,3.3
2019-12-20,15.0,33.73,3.3
2019-12-23,16.34,36.27,3.7
2019-12-24,16.48,36.72,3.75
2019-12-26,17.05,37.75,4.18
2019-12-27,16.42,36.38,3.94
2019-12-30,16.29,36.27,3.73
2019-12-31,16.23,36.25,3.68
2020-01-02,16.41,36.36,3.66
2020-01-03,15.8,35.36,3.5
2020-01-06,15.97,35.83,3.59
2020-01-07,15.87,35.3,3.42
2020-01-08,16.04,35.81,3.38
2020-01-09,16.65,36.84,3.6
2020-01-10,16.37,36.19,3.58
2020-01-13,15.62,34.54,3.41
2020-01-14,15.47,33.65,3.33
2020-01-15,14.83,32.03,3.16
2020-01-16,15.26,32.9,3.27
2020-01-17,15.6,33.05,3.36
2020-01-21,15.08,32.45,3.14
2020-01-22,14.97,32.96,3.18
2020-01-23,14.55,31.69,3.08
2020-01-24,13.99,30.29,2.98
2020-01-27,13.75,29.74,2.87
2020-01-28,14.45,31.35,3.01
2020-01-29,14.41,30.95,2.97
2020-01-30,14.84,31.66,3.0
2020-01-31,14.35,30.67,2.89
2020-02-03,15.19,33.13,3.13
2020-02-04,14.8,32.05,3.05
2020-02-05,14.73,32.47,3.15
2020-02-06,14.8,32.46,3.14
2020-02-07,14.98,33.32,3.15
2020-02-10,14.99,33.09,3.1
2020-02-11,14.66,31.82,2.99
2020-02-12,14.81,32.73,3.0
2020-02-13,13.58,31.12,2.86
2020-02-14,13.79,31.19,2.87
2020-02-18,13.7,31.26,2.89
2020-02-19,14.09,32.8,3.0
2020-02-20,14.31,33.9,3.08
2020-02-21,14.49,34.24,3.08
2020-02-24,13.95,32.89,2.91
2020-02-25,13.25,31.62,2.8
2020-02-26,13.3,31.81,2.86
2020-02-27,13.03,29.8,2.68
2020-02-28,12.64,28.98,2.68
2020-03-02,13.08,30.14,2.78
2020-03-03,12.96,29.98,2.68
2020-03-04,13.57,31.36,2.76
2020-03-05,13.19,30.72,2.73
2020-03-06,12.22,28.28,2.56
2020-03-09,9.96,22.9,2.08
2020-03-10,11.06,25.79,2.32
2020-03-11,10.16,23.79,1.97
2020-03-12,8.73,19.84,1.47
2020-03-13,9.21,21.34,1.69
2020-03-16,7.14,17.37,1.42
2020-03-17,7.64,19.32,1.57
2020-03-18,6.08,16.22,1.44
2020-03-19,6.1,15.16,1.48
2020-03-20,6.81,16.36,1.46
2020-03-23,6.45,15.29,1.41
2020-03-24,7.27,16.82,1.59
2020-03-25,7.62,17.79,1.84
2020-03-26,7.85,18.13,1.82
2020-03-27,6.74,15.7,1.6
2020-03-30,6.73,16.16,1.55
2020-03-31,7.05,16.98,1.56
2020-04-01,6.79,16.47,1.61
2020-04-02,7.2,17.02,1.71
2020-04-03,7.34,17.48,1.71
2020-04-06,7.01,16.74,1.64
2020-04-07,6.93,16.34,1.55
2020-04-08,7.2,16.12,1.66
2020-04-09,7.09,16.57,1.62
2020-04-13,6.83,16.01,1.59
2020-04-14,7.12,16.46,1.62
2020-04-15,7.58,17.35,1.71
2020-04-16,7.48,17.3,1.71
2020-04-17,7.33,16.39,1.7
2020-04-20,7.32,16.68,1.75
2020-04-21,6.85,15.59,1.67
2020-04-22,6.67,15.23,1.56
2020-04-23,6.3,15.19,1.52
2020-04-24,6.1,14.51,1.44
2020-04-27,5.93,14.15,1.42
2020-04-28,6.98,16.44,1.6
2020-04-29,7.48,17.5,1.78
2020-04-30,7.12,16.31,1.69
2020-05-01,6.63,15.23,1.54
2020-05-04,7.06,16.1,1.63
2020-05-05,6.9,15.83,1.6
2020-05-06,7.25,16.38,1.65
2020-05-07,7.84,17.97,1.87
2020-05-08,8.1,18.51,1.82
2020-05-11,8.81,19.54,2.12
2020-05-12,8.73,20.04,2.07
2020-05-13,7.93,18.27,1.93
2020-05-14,8.46,19.14,1.99
2020-05-15,8.4,18.72,1.95
2020-05-18,8.89,19.36,2.09
2020-05-19,8.49,18.48,2.02
2020-05-20,8.76,19.08,2.16
2020-05-21,9.38,20.51,2.26
2020-05-22,9.51,20.8,2.42
2020-05-26,9.53,20.95,2.38
2020-05-27,9.66,20.61,2.36
2020-05-28,8.83,19.48,2.15
2020-05-29,8.01,17.16,1.97
2020-06-01,8.53,18.24,2.15
2020-06-02,9.39,20.48,2.37
2020-06-03,10.16,21.96,2.54
2020-06-04,10.18,21.56,2.47
2020-06-05,10.37,21.66,2.61
2020-06-08,11.5,23.95,2.93
2020-06-09,10.77,22.18,2.79
2020-06-10,10.86,22.06,2.76
2020-06-11,9.98,20.08,2.39
2020-06-12,10.75,21.54,2.58
2020-06-15,10.43,20.9,2.45
2020-06-16,10.39,20.94,2.5
2020-06-17,10.06,19.78,2.4
2020-06-18,9.33,18.67,2.07
2020-06-19,10.22,20.06,2.28
2020-06-22,9.85,19.27,2.21
2020-06-23,10.24,19.82,2.29
2020-06-24,10.04,19.73,2.19
2020-06-25,10.67,20.76,2.45
2020-06-26,10.21,19.65,2.34
2020-06-29,10.33,19.75,2.31
2020-06-30,9.7,18.55,2.2
2020-07-01,9.77,18.76,2.31
2020-07-02,9.22,18.06,2.2
2020-07-06,11.32,22.12,2.7
2020-07-07,10.89,20.84,2.54
2020-07-08,11.03,21.21,2.53
2020-07-09,10.52,20.33,2.41
2020-07-10,11.37,21.47,2.54
2020-07-13,11.34,21.66,2.52
2020-07-14,11.27,21.45,2.59
2020-07-15,11.68,22.51,2.65
2020-07-16,11.51,21.98,2.59
2020-07-17,11.23,21.43,2.7
2020-07-20,10.89,20.66,2.56
2020-07-21,11.36,21.51,2.75
2020-07-22,12.3,23.23,2.95
2020-07-23,12.47,23.43,2.98
2020-07-24,12.47,23.53,2.94
2020-07-27,12.77,23.9,3.01
2020-07-28,12.22,22.82,2.95
2020-07-29,12.32,23.05,2.99
2020-07-30,12.12,21.96,2.98
2020-07-31,12.0,21.28,2.88
2020-08-03,13.27,23.48,3.23
2020-08-04,13.05,23.23,3.18
2020-08-05,12.65,22.32,2.99
2020-08-06,12.69,22.17,2.95
2020-08-07,12.85,22.28,2.93
2020-08-10,12.44,21.95,2.88
2020-08-11,11.86,20.76,2.7
2020-08-12,11.46,19.68,2.64
2020-08-13,11.53,20.2,2.68
2020-08-14,11.37,20.24,2.61
2020-08-17,10.79,19.1,2.56
2020-08-18,10.66,18.9,2.54
2020-08-19,10.37,18.63,2.47
2020-08-20,10.25,18.44,2.56
2020-08-21,10.11,18.22,2.52
2020-08-24,10.06,18.36,2.44
2020-08-25,10.17,18.58,2.44
2020-08-26,10.04,18.33,2.42
2020-08-27,9.9,17.88,2.42
2020-08-28,10.6,19.19,2.68
2020-08-31,10.33,18.95,2.57
2020-09-01,10.4,18.81,2.62
2020-09-02,10.11,18.86,2.56
2020-09-03,10.28,19.37,2.56
2020-09-04,10.18,18.93,2.51
2020-09-08,10.26,18.87,2.56
2020-09-09,10.28,18.74,2.58
2020-09-10,10.25,18.73,2.62
2020-09-11,9.74,18.0,2.54
2020-09-14,9.21,17.45,2.42
2020-09-15,9.17,17.26,2.5
2020-09-16,8.36,16.14,2.27
2020-09-17,7.88,15.38,2.11
2020-09-18,7.86,15.32,2.05
2020-09-21,7.6,14.72,1.92
2020-09-22,7.25,14.1,1.77
2020-09-23,6.86,13.36,1.67
2020-09-24,7.63,14.64,1.9
2020-09-25,7.4,14.52,1.8
2020-09-28,7.23,14.33,1.73
2020-09-29,7.16,14.1,1.78
2020-09-30,7.24,14.3,1.81
2020-10-01,7.42,14.62,1.86
2020-10-02,7.29,14.25,1.79
2020-10-05,7.12,14.05,1.78
2020-10-06,6.91,13.74,1.7
2020-10-07,7.06,13.88,1.68
2020-10-08,7.25,14.27,1.71
2020-10-09,7.06,14.1,1.72
2020-10-12,7.0,13.82,1.68
2020-10-13,6.79,13.41,1.66
2020-10-14,6.61,13.26,1.61
2020-10-15,6.56,13.24,1.6
2020-10-16,6.76,13.54,1.68
